0.100000 0.134967 0.678236
0.200000 0.490111 0.887217
0.786704 0.831489 1.096199
1.141849 0.895278 1.305181
1.728553 0.959067 1.514162
2.315257 1.094033 2.151308
2.315257 1.229000 2.492686
2.993492 1.329000 2.556474
2.993492 1.537981 2.911619
3.334870 1.746963 3.046586
3.543852 1.846963 3.633290
4.222088 2.525199 3.733290
4.563466 2.660165 3.733290
4.627254 3.338401 3.797078
4.982399 3.338401 4.383782
5.191381 3.473367 4.483782
5.291381 4.151603 4.483782
5.632759 4.506748 4.547571
5.767725 4.715729 4.647571
5.867725 4.715729 4.647571
5.867725 4.815729 4.711359
6.222870 5.493965 4.811359
6.431852 6.172200 4.875148
7.110087 6.850436 5.084129
7.451465 7.059418 5.147918
7.792844 7.737653 5.356900
8.134222 7.837653 5.420688
8.234222 7.937653 5.629670
8.912457 8.279032 5.693459
9.012457 8.413998 5.757247
9.076246 9.092234 6.343951
9.754482 9.092234 6.343951
10.109626 9.433612 6.407740
10.787862 9.774990 6.507740
10.996844 10.116368 6.507740
11.351988 10.703072 7.144885
11.351988 10.912054 7.486263
11.693366 11.012054 7.827641
12.048511 11.353432 8.182786
12.183477 11.708577 8.317753
12.770181 11.772365 8.452719
12.905148 12.359069 8.587686
13.114130 12.700448 9.265921
13.455508 12.909429 9.265921
13.664490 13.587665 9.329710
13.873471 14.265900 9.329710
13.873471 14.852604 9.393499
13.973471 14.987571 9.602480
14.314849 15.665807 9.602480
14.378638 16.007185 9.666269
14.513605 16.362329 9.875250
14.648571 16.703708 9.875250
15.326807 16.912689 9.939039
16.005042 17.012689 10.148021
16.346421 17.147656 10.211809
16.555402 17.147656 10.275598
16.555402 17.282622 10.339386
16.555402 17.491604 10.403175
16.619191 17.491604 10.503175
16.828172 18.078308 10.638142
16.891961 18.178308 10.773108
17.026928 18.178308 10.908075
17.235909 18.519686 11.043041
17.299698 18.861064 11.178008
17.363486 18.996031 11.519386
17.950190 19.337409 12.106090
18.085157 19.337409 12.241057
18.426535 19.401198 12.241057
19.013239 19.464986 12.376023
19.368384 20.051690 12.585005
19.709762 20.406835 12.585005
20.051140 21.085071 12.585005
20.051140 21.085071 12.648794
20.114929 21.220037 12.648794
20.214929 21.220037 12.712582
20.349895 21.355004 13.349728
20.705040 21.696382 13.986873
20.805040 21.696382 14.342018
21.391744 21.760171 15.020253
21.978448 21.760171 15.698489
22.333592 21.969152 15.698489
22.674971 21.969152 15.762277
22.774971 22.178134 15.762277
23.361675 22.178134 15.826066
23.570656 22.278134 15.826066
23.634445 22.633278 15.889855
23.989589 22.768245 15.889855
24.089589 23.123390 15.953643
24.430968 23.123390 15.953643
24.565934 23.464768 16.017432
24.907312 24.051472 16.017432
25.262457 24.260453 16.017432
25.603835 24.601832 16.152398
25.738802 24.943210 16.361380
25.838802 24.943210 16.496347
26.425506 25.152191 16.596347
26.780650 25.252191 16.696347
26.844439 25.252191 16.796347
27.185817 25.252191 16.896347
27.540962 25.607336 16.996347
27.604750 25.816318 17.096347
27.668539 26.025299 17.231313
27.732328 26.234281 17.366280
27.796116 26.443263 17.501246
27.859905 26.652244 17.565035
27.923693 26.861226 17.565035
27.987482 27.070207 18.202180
28.051270 27.279189 18.543558
28.115059 27.488171 19.130263
28.178848 27.697152 19.808498
28.242636 27.906134 19.808498
28.306425 28.115116 19.808498
28.370213 28.324097 19.808498
28.434002 28.533079 19.808498
28.497791 28.742060 19.808498
28.561579 28.951042 19.872287
28.625368 29.160024 19.872287
28.689156 29.369005 19.936075
28.752945 29.577987 19.936075
28.816733 29.786969 19.936075
28.880522 29.995950 20.145057
28.944311 30.204932 20.354039
29.008099 30.413913 20.454039
29.071888 30.755292 20.663020
29.135676 30.964273 20.872002
29.199465 31.173255 21.006968
29.263254 31.382237 21.215950
29.327042 31.591218 21.215950
29.390831 31.800200 21.350917
29.454619 32.009181 21.559898
29.518408 32.218163 21.694865
29.582197 32.427145 21.903846
29.645985 33.013849 21.903846
29.709774 33.222830 22.258991
29.773562 33.431812 22.258991
29.837351 33.640794 22.258991
29.901139 33.849775 22.258991
29.964928 34.528011 22.258991
30.028717 34.736992 22.258991
30.092505 34.836992 22.322780
30.156294 34.836992 22.386568
30.220082 34.936992 22.450357
30.283871 35.036992 22.514145
30.347660 35.136992 22.577934
30.411448 35.236992 22.641723
30.475237 35.336992 22.705511
30.539025 35.436992 22.705511
30.602814 35.645974 22.705511
30.666602 35.854956 22.840478
30.730391 36.063937 23.049459
30.794180 36.272919 23.184426
30.857968 36.481901 23.393408
30.921757 36.690882 23.602389
30.985545 36.825849 23.811371
31.049334 37.034830 23.811371
31.113123 37.243812 24.020352
31.176911 37.452794 24.020352
31.240700 37.794172 24.020352
31.304488 38.003154 24.120352
31.368277 38.212135 24.120352
31.432066 38.421117 24.120352
31.495854 38.421117 24.120352
31.559643 38.421117 24.120352
31.623431 38.421117 24.120352
31.687220 38.421117 24.120352
31.751008 38.421117 24.757498
31.814797 38.421117 25.098876
31.878586 38.421117 25.685580
31.942374 38.421117 26.363816
32.006163 38.630098 26.363816
32.069951 38.730098 26.427604
32.133740 38.830098 26.427604
32.197529 38.930098 26.491393
32.261317 39.030098 26.491393
32.325106 39.616802 26.555181
32.388894 39.616802 26.618970
32.452683 39.751769 26.618970
32.516471 39.751769 26.618970
32.580260 39.751769 26.618970
32.644049 39.960751 26.827952
32.707837 40.169732 27.036933
32.771626 40.269732 27.171900
32.835414 40.369732 27.306866
32.899203 40.469732 27.441833
32.962992 40.569732 27.441833
33.026780 40.669732 27.441833
33.090569 40.669732 27.505622
33.154357 40.669732 27.505622
33.218146 40.669732 27.569410
33.281934 40.669732 27.569410
33.345723 40.669732 27.633199
33.409512 40.669732 27.696987
33.473300 40.669732 27.696987
33.537089 40.669732 27.760776
33.600877 40.669732 27.824565
33.664666 40.669732 27.924565
33.728455 40.878714 28.279709
33.792243 41.087695 28.634854
33.856032 41.765931 28.634854
33.919820 41.974913 28.634854
33.983609 42.183894 28.843835
34.047398 42.392876 29.052817
34.111186 42.601858 29.261799
34.174975 42.601858 29.470780
34.238763 42.810839 29.470780
34.302552 43.019821 29.470780
34.366340 43.374965 29.605747
34.430129 43.583947 29.740713
34.493918 43.792929 29.875680
34.557706 44.001910 30.010647
34.621495 44.210892 30.145613
34.685283 44.419874 30.280580
34.749072 44.628855 30.280580
34.812861 44.837837 30.280580
34.876649 45.046818 30.344368
34.940438 45.255800 30.408157
35.004226 45.464782 30.471946
35.068015 45.806160 30.535734
35.131803 46.015142 30.599523
35.195592 46.224123 30.599523
35.259381 46.433105 30.599523
35.323169 46.642086 30.599523
35.386958 46.851068 30.599523
35.450746 47.060050 30.599523
35.514535 47.269031 30.599523
35.578324 47.478013 30.599523
35.642112 47.686995 30.599523
35.705901 47.895976 30.599523
35.769689 48.104958 30.599523
35.833478 48.313939 30.663311
35.897267 48.522921 30.663311
35.961055 48.731903 30.727100
36.024844 48.940884 31.364245
36.088632 49.149866 31.705623
36.152421 49.491244 32.060768
36.216209 50.077948 32.647472
36.279998 50.286930 33.325708
36.343787 50.495911 33.460674
36.407575 50.704893 33.595641
36.471364 50.913875 33.730607
36.535152 51.122856 33.865574
36.598941 51.331838 34.000541
36.662730 51.540820 34.135507
36.726518 51.749801 34.270474
36.790307 51.958783 34.405440
36.854095 52.167764 34.540407
36.917884 52.376746 34.675374
36.981672 52.585728 34.810340
37.045461 52.794709 34.945307
37.109250 53.003691 35.080273
37.173038 53.212673 35.215240
37.236827 53.421654 35.350206
37.300615 53.630636 35.485173
37.364404 53.839618 35.620140
37.428193 54.048599 35.829121
37.491981 54.257581 35.892910
37.555770 54.257581 35.892910
37.619558 54.257581 35.892910
37.683347 54.257581 35.892910
37.747135 54.257581 35.892910
37.810924 54.392547 35.892910
37.874713 54.392547 35.992910
37.938501 54.979251 36.092910
38.002290 54.979251 36.192910
38.066078 54.979251 36.292910
38.129867 54.979251 36.292910
38.193656 54.979251 36.292910
38.257444 54.979251 36.292910
38.321233 55.114218 36.292910
38.385021 55.469363 36.292910
38.448810 55.469363 36.292910
38.512599 55.469363 36.292910
38.576387 55.469363 36.292910
38.640176 55.469363 36.292910
38.703964 56.147598 36.427876
38.767753 56.147598 36.562843
38.831541 56.147598 36.626632
38.895330 56.147598 36.690420
38.959119 56.147598 36.690420
39.022907 56.147598 36.899402
39.086696 56.147598 37.108383
39.150484 56.147598 37.317365
39.214273 56.147598 37.526347
39.278062 56.825834 37.626347
39.341850 56.825834 37.726347
39.405639 56.825834 37.826347
39.469427 56.825834 37.926347
39.533216 56.825834 38.026347
39.597004 56.825834 38.126347
39.660793 56.825834 38.126347
39.724582 57.167212 38.126347
39.724582 57.167212 38.126347
39.724582 57.167212 38.126347
39.724582 57.167212 38.126347
39.724582 57.167212 38.126347
39.724582 57.167212 38.190135
39.724582 57.167212 38.253924
39.724582 57.167212 38.317712
39.724582 57.167212 38.381501
39.724582 57.167212 38.445290
39.724582 57.167212 38.509078
39.724582 57.167212 38.572867
39.724582 57.167212 38.636655
39.724582 57.167212 38.636655
39.724582 57.167212 38.700444
39.724582 57.167212 38.835411
39.724582 57.167212 38.935411
39.724582 57.167212 39.035411
39.724582 57.167212 39.135411
39.724582 57.167212 39.235411
39.724582 57.376194 39.235411
39.724582 57.476194 39.235411
39.724582 57.476194 39.444392
39.724582 57.476194 39.653374
39.724582 57.476194 39.862355
39.724582 57.476194 39.862355
39.724582 57.476194 39.862355
39.724582 57.476194 39.862355
39.724582 57.817572 39.862355
39.724582 57.817572 39.862355
39.724582 57.817572 39.862355
39.724582 57.881360 39.862355
39.724582 57.881360 39.862355
39.724582 57.881360 39.862355
39.724582 57.881360 39.926144
39.724582 57.881360 39.989933
39.724582 57.881360 40.053721
39.724582 57.881360 40.117510
39.724582 57.881360 40.181298
39.724582 57.881360 40.245087
39.724582 57.881360 40.308876
39.724582 57.881360 40.372664
39.724582 57.881360 40.436453
39.724582 58.016327 40.500241
39.724582 58.016327 40.564030
39.724582 58.016327 40.627819
39.724582 58.016327 40.691607
39.724582 58.016327 40.755396
39.724582 58.016327 40.890362
39.724582 58.016327 40.890362
39.724582 58.603031 40.990362
39.724582 58.603031 41.090362
39.724582 58.603031 41.090362
39.724582 58.603031 41.090362
39.724582 58.603031 41.090362
39.724582 58.603031 41.090362
39.724582 58.603031 41.090362
39.724582 58.603031 41.727508
39.724582 58.603031 42.068886
39.724582 58.603031 42.410264
39.724582 58.603031 42.751642
39.724582 58.603031 43.093020
39.724582 58.603031 43.434399
39.724582 58.603031 43.775777
39.724582 58.603031 44.117155
39.724582 58.603031 44.458533
39.724582 58.603031 44.799911
39.724582 58.603031 45.141290
39.724582 58.603031 45.482668
39.724582 58.603031 45.824046
39.724582 58.603031 46.165424
39.724582 58.603031 46.506802
39.724582 58.603031 46.848181
39.724582 58.603031 47.203325
39.724582 58.603031 47.790029
39.724582 58.603031 48.376733
39.724582 58.603031 48.963437
39.724582 58.603031 49.641673
39.724582 58.603031 49.641673
39.724582 58.603031 49.641673
39.724582 58.603031 49.641673
39.724582 58.603031 49.641673
39.724582 58.603031 49.641673
39.724582 58.958176 49.641673
39.724582 59.299554 49.641673
39.724582 59.299554 50.228377
39.724582 59.299554 50.815081
39.724582 59.299554 50.815081
39.724582 59.299554 50.815081
